id,original,segmented,tagged
30,"د یادونې ده ، دا وروستیو کې داسې ویډیويي کلیپونه خپاره شوي ، چې طالبان د لارویو موبایل ټیلیفونونه ګوري","دBیادونېBدهB،BداBوروستیوBکېBداسېBویډیوييBکلیپونهBخپارهBشويB،BچېBطالبانBدBلارویوBموبایلBټیلیفونونهBګوري","[[""د"",""IN""],[""یادونې"",""NN.C.1.F""],[""ده"",""VB.PC""],[""،"",""PU""],[""دا"",""DT""],[""وروستیو"",""NN.C.2""],[""کې"",""PT""],[""داسې"",""RB""],[""ویډیويي"",""JJ""],[""کلیپونه"",""NN.C.2""],[""خپاره"",""JJ""],[""شوي"",""VB.DX""],[""،"",""PU""],[""چې"",""CC""],[""طالبان"",""NN.C.2""],[""د"",""IN""],[""لارویو"",""NN.C.2""],[""موبایل"",""NN.C.1.M""],[""ټیلیفونونه"",""NN.C.2""],[""ګوري"",""VB.P""]]"
31,هجرت ته اړ شول او په ميليونونو خلک ووژل شول,هجرتBتهBاړBشولBاوBپهBميليونونوBخلکBووژلBشول,"[[""هجرت"",""NN.C.1.M""],[""ته"",""PT""],[""اړ"",""JJ""],[""شول"",""VB.DX""],[""او"",""CC""],[""په"",""IN""],[""ميليونونو"",""JJ""],[""خلک"",""NN.C.2""],[""ووژل"",""VB.INF""],[""شول"",""VB.DX""]]"
32,د افغانستان د ولسمشرۍ ماڼۍ په یوه لنډه اعلامیه کې ویل چې فرحان یوسفزی یې د دې هېواد د کرېکټ بورډ عمومي رییس په توګه ګومارلی دی,دBافغانستانBدBولسمشرۍBماڼۍBپهBیوهBلنډهBاعلامیهBکېBویلBچېBفرحانSیوسفزیBیېBدBدېBهېوادBدBکرېکټSبورډBعموميBرییسBپهBتوګهBګومارلیBدی,"[[""د"",""IN""],[""افغانستان"",""NN.P""],[""د"",""IN""],[""ولسمشرۍ"",""NN.C.2""],[""ماڼۍ"",""NN.C.1.F""],[""په"",""IN""],[""یوه"",""DT""],[""لنډه"",""JJ""],[""اعلامیه"",""NN.C.1.F""],[""کې"",""PT""],[""ویل"",""VB.INF""],[""چې"",""CC""],[""فرحان یوسفزی"",""NN.P""],[""یې"",""PR.C""],[""د"",""IN""],[""دې"",""DT""],[""هېواد"",""NN.C.1.M""],[""د"",""IN""],[""کرېکټ بورډ"",""NN.C.1.M""],[""عمومي"",""JJ""],[""رییس"",""NN.P""],[""په"",""IN""],[""توګه"",""NN.C.1.F""],[""ګومارلی"",""VB.D""],[""دی"",""VB.PC""]]"
33,د اعصابو د روغتيا لپاره يو بل لوی ګواښ هم په کافي ډول د اوبو نه څښل دی,دBاعصابوBدBروغتياBلپارهBيوBبلBلویBګواښBهمBپهBکافيBډولBدBاوبوBنهBڅښلBدی,"[[""د"",""IN""],[""اعصابو"",""NN.C.2""],[""د"",""IN""],[""روغتيا"",""NN.C.1.F""],[""لپاره"",""PT""],[""يو"",""DT""],[""بل"",""JJ""],[""لوی"",""JJ""],[""ګواښ"",""NN.C.1.M""],[""هم"",""RB""],[""په"",""IN""],[""کافي"",""JJ""],[""ډول"",""NN.C.1.M""],[""د"",""IN""],[""اوبو"",""NN.C.2""],[""نه"",""NG""],[""څښل"",""VB.INF""],[""دی"",""VB.PC""]]"
34,د دوی د دولت په رسمیت پیژندلو لپاره لومړی شرط دا دی چې بشري مرستې له کوم خنډ پرته دوام وکړي,دBدویBدBدولتBپهBرسمیتBپیژندلوBلپارهBلومړیBشرطBداBدیBچېBبشريBمرستېBلهBکومBخنډBپرتهBدوامBوکړي,"[[""د"",""IN""],[""دوی"",""PR.P.iii""],[""د"",""IN""],[""دولت"",""NN.C.1.M""],[""په"",""IN""],[""رسمیت"",""NN.C.1.M""],[""پیژندلو"",""VB.G""],[""لپاره"",""PT""],[""لومړی"",""JJ""],[""شرط"",""NN.C.1.M""],[""دا"",""DT""],[""دی"",""VB.PC""],[""چې"",""CC""],[""بشري"",""JJ""],[""مرستې"",""NN.C.1.F""],[""له"",""IN""],[""کوم"",""RB""],[""خنډ"",""NN.C.1.M""],[""پرته"",""PT""],[""دوام"",""NN.C.1.M""],[""وکړي"",""VB.H""]]"
35,طالبان هڅه کوي چې نړیوال یې په رسمیت وپیژني او په مهمو نړیوالو سازمانونو کې خپل استازي ولري,طالبانBهڅهBکويBچېBنړیوالBیېBپهBرسمیتBوپیژنيBاوBپهBمهموBنړیوالوBسازمانونوBکېBخپلBاستازيBولري,"[[""طالبان"", ""NN.C.2""], [""هڅه"", ""NN.C.1.F""], [""کوي"", ""VB.PX""], [""چې"", ""CC""], [""نړیوال"", ""JJ""], [""یې"", ""PR.C""], [""په"", ""IN""], [""رسمیت"", ""NN.C.1.M""], [""وپیژني"", ""VB.H""], [""او"", ""CC""], [""په"", ""IN""], [""مهمو"", ""JJ""], [""نړیوالو"", ""JJ""], [""سازمانونو"", ""NN.C.2""], [""کې"", ""PT""], [""خپل"", ""JJ""], [""استازي"", ""NN.C.2""], [""ولري"", ""VB.H""]]"
36,د یکشنبې پر ورځ عنایت الله د طالبانو کورنیو چارو دې ریاست لپاره د مشر په توګه وګومارل شو,دBیکشنبېBپرBورځBعنایتSاللهBدBطالبانوBکورنیوBچاروBدېBریاستBلپارهBدBمشرBپهBتوګهBوګومارلBشو,"[[""د"",""IN""],[""یکشنبې"",""NN.P""],[""پر"",""IN""],[""ورځ"",""NN.C.1.F""],[""عنایت الله"",""NN.P""],[""د"",""IN""],[""طالبانو"",""NN.C.2""],[""کورنیو"",""JJ""],[""چارو"",""NN.C.1.M""],[""دې"",""DT""],[""ریاست"",""NN.C.1.M""],[""لپاره"",""PT""],[""د"",""IN""],[""مشر"",""JJ""],[""په"",""IN""],[""توګه"",""NN.C.1.F""],[""وګومارل"",""VB.D""],[""شو"",""VB.DX""]]"
37,دغه جګړه کې د سیمې او نړۍ په کچه ډير ښکاره او پټ لاسونه ښکیل دي,دغهBجګړهBکېBدBسیمېBاوBنړۍBپهBکچهBډيرBښکارهBاوBپټBلاسونهBښکیلBدي,"[[""دغه"", ""DT""], [""جګړه"", ""NN.C.1.F""], [""کې"", ""PT""], [""د"", ""IN""], [""سیمې"", ""NN.C.1.F""], [""او"", ""CC""], [""نړۍ"", ""NN.C.1.F""], [""په"", ""IN""], [""کچه"", ""NN.C.1.F""], [""ډير"", ""JJ""], [""ښکاره"", ""JJ""], [""او"", ""CC""], [""پټ"", ""JJ""], [""لاسونه"", ""NN.C.2""], [""ښکیل"", ""JJ""], [""دي"", ""VB.PC""]]"
38,له افغانستانه د شوروي اتحاد تر وتلو او د جمهوریتونو تر پاشل کېدو وروسته یې له دې سیمې سره د امریکا او نړیوالو لیوالتیا ختمه شوه,لهBافغانستانهBدBشورويBاتحادBترBوتلوBاوBدBجمهوریتونوBترBپاشلBکېدوBوروستهBیېBلهBدېBسیمېBسرهBدBامریکاBاوBنړیوالوBلیوالتیاBختمهBشوه,"[[""له"", ""IN""], [""افغانستانه"", ""NN.P""], [""د"", ""IN""], [""شوروي"", ""JJ""], [""اتحاد"", ""NN.C.1.M""], [""تر"", ""IN""], [""وتلو"", ""VB.G""], [""او"", ""CC""], [""د"", ""IN""], [""جمهوریتونو"", ""NN.C.2""], [""تر"", ""IN""], [""پاشل"", ""VB.INF""], [""کېدو"", ""VB.G""], [""وروسته"", ""RB""], [""یې"", ""PR.C""], [""له"", ""IN""], [""دې"", ""DT""], [""سیمې"", ""NN.C.1.F""], [""سره"", ""PT""], [""د"", ""IN""], [""امریکا"", ""NN.P""], [""او"", ""CC""], [""نړیوالو"", ""JJ""], [""لیوالتیا"", ""NN.C.1.F""], [""ختمه"", ""JJ""], [""شوه"", ""VB.DX""]]"
39,"ښاغلی غني وايي ، سره له دې چې طالبانو کابل ته د نه ورتګ ژمنه کړې وه ، خو په وینا یې پر هغه ورځ د ارګ په شاوخوا کې وسله وال طالبان ځای پر ځای شوي وو او امنیتي مسوولینو د امنیت ساتنې ځواک له لاسه ورکړی و","ښاغلیBغنيBواييB،BسرهSلهSدېBچېBطالبانوBکابلBتهBدBنهBورتګBژمنهBکړېBوهB،BخوBپهBویناBیېBپرBهغهBورځBدBارګBپهBشاوخواBکېBوسلهSوالBطالبانBځایBپرBځایBشويBووBاوBامنیتيBمسوولینوBدBامنیتBساتنېBځواکBلهBلاسهBورکړیBو","[[""ښاغلی"",""JJ""],[""غني"",""NN.P""],[""وايي"",""VB.P""],[""،"",""PU""],[""سره له دې"",""RB""],[""چې"",""CC""],[""طالبانو"",""NN.C.2""],[""کابل"",""NN.P""],[""ته"",""PT""],[""د"",""IN""],[""نه"",""NG""],[""ورتګ"",""NN.C.1.M""],[""ژمنه"",""NN.C.1.F""],[""کړې"",""VB.DX""],[""وه"",""VB.DC""],[""،"",""PU""],[""خو"",""CC""],[""په"",""IN""],[""وینا"",""NN.C.1.F""],[""یې"",""PR.C""],[""پر"",""IN""],[""هغه"",""DT""],[""ورځ"",""NN.C.1.F""],[""د"",""IN""],[""ارګ"",""NN.P""],[""په"",""IN""],[""شاوخوا"",""RB""],[""کې"",""PT""],[""وسله وال"",""JJ""],[""طالبان"",""NN.C.2""],[""ځای"",""NN.C.1.M""],[""پر"",""IN""],[""ځای"",""NN.C.1.M""],[""شوي"",""VB.DX""],[""وو"",""VB.DC""],[""او"",""CC""],[""امنیتي"",""JJ""],[""مسوولینو"",""NN.C.2""],[""د"",""IN""],[""امنیت"",""NN.C.1.M""],[""ساتنې"",""NN.C.1.F""],[""ځواک"",""NN.C.1.M""],[""له"",""IN""],[""لاسه"",""NN.C.1.M""],[""ورکړی"",""VB.D""],[""و"",""VB.DC""]]"
40,"د طالبانو د بهرنيو چارو وزارت وياند عبدالقهار بلخي پر ټوېټر پاڼه ليکي ، د زلمي خليلزاد په مشرۍ د امریکا دو ادارو سره مذاکراتو کې مو ښه پرمختګونه لرل","دBطالبانوBدBبهرنيوSچاروSوزارتBوياندBعبدالقهارSبلخيBپرBټوېټرBپاڼهBليکيB،BدBزلميSخليلزادBپهBمشرۍBدBامریکاBدوBاداروBسرهBمذاکراتوBکېBموBښهBپرمختګونهBلرل","[[""د"",""IN""],[""طالبانو"",""NN.C.2""],[""د"",""IN""],[""بهرنيو چارو وزارت"",""NN.C.1.M""],[""وياند"",""NN.C.1.F""],[""عبدالقهار بلخي"",""NN.P""],[""پر"",""IN""],[""ټوېټر"",""NN.P""],[""پاڼه"",""NN.C.1.F""],[""ليکي"",""VB.P""],[""،"",""PU""],[""د"",""IN""],[""زلمي خليلزاد"",""NN.P""],[""په"",""IN""],[""مشرۍ"",""NN.C.1.F""],[""د"",""IN""],[""امریکا"",""NN.P""],[""دو"",""NB""],[""ادارو"",""NN.C.2""],[""سره"",""PT""],[""مذاکراتو"",""NN.C.2""],[""کې"",""PT""],[""مو"",""PR.C""],[""ښه"",""JJ""],[""پرمختګونه"",""NN.C.2""],[""لرل"",""VB.D""]]"
41,راشد خان په پنځو کلونو کې په ۴۸ شل اوریزو لوبو کې ۸۹ کسان سوځولي دي چې دا په شل اوریزو لوبو کې لوی کار بلل کیږي,راشدSخانBپهBپنځوBکلونوBکېBپهB۴۸BشلBاوریزوBلوبوBکېB۸۹BکسانBسوځوليBديBچېBداBپهBشلBاوریزوBلوبوBکېBلویBکارBبللBکیږي,"[[""راشد خان"", ""NN.P""], [""په"", ""IN""], [""پنځو"", ""NB""], [""کلونو"", ""NN.C.2""], [""کې"", ""PT""], [""په"", ""IN""], [""۴۸"", ""NB""], [""شل"", ""NB""], [""اوریزو"", ""FX""], [""لوبو"", ""NN.C.2""], [""کې"", ""PT""], [""۸۹"", ""NB""], [""کسان"", ""NN.C.2""], [""سوځولي"", ""VB.D""], [""دي"", ""VB.PC""], [""چې"", ""CC""], [""دا"", ""DT""], [""په"", ""IN""], [""شل"", ""NB""], [""اوریزو"", ""FX""], [""لوبو"", ""NN.C.2""], [""کې"", ""PT""], [""لوی"", ""JJ""], [""کار"", ""NN.C.1.M""], [""بلل"", ""VB.INF""], [""کیږي"", ""VB.P""]]"
42,"ماسکونه بايد سم کېښودل شي ، چې پوزې او خولې شاوخوا سم بند کړي ، چې تر ماسک د وايروس د ننوتلو مخنيوی وشي","ماسکونهBبايدBسمBکېښودلBشيB،BچېBپوزېBاوBخولېBشاوخواBسمBبندBکړيB،BچېBترBماسکBدBوايروسBدBننوتلوBمخنيویBوشي","[[""ماسکونه"", ""NN.C.2""], [""بايد"", ""JJ""], [""سم"", ""JJ""], [""کېښودل"", ""VB.INF""], [""شي"", ""VB.H""], [""،"", ""PU""], [""چې"", ""CC""], [""پوزې"", ""NN.C.1.F""], [""او"", ""CC""], [""خولې"", ""NN.C.1.F""], [""شاوخوا"", ""RB""], [""سم"", ""JJ""], [""بند"", ""JJ""], [""کړي"", ""VB.DX""], [""،"", ""PU""], [""چې"", ""CC""], [""تر"", ""IN""], [""ماسک"", ""NN.C.1.M""], [""د"", ""IN""], [""وايروس"", ""NN.C.1.M""], [""د"", ""IN""], [""ننوتلو"", ""VB.G""], [""مخنيوی"", ""NN.C.1.M""], [""وشي"", ""VB.H""]]"
43,"دا مهال په دغه هېواد کې څه باندې درې ميليونه کسان په نشه يي توکو روږدي دي ، په داسې حال کې په ۳۲ ولايتونو کې د روږدو کسانو د تداوۍ لپاره ۱۱۰ مرکزونه فعال دي","داBمهالBپهBدغهBهېوادBکېBڅهBباندېBدرېSميليونهBکسانBپهBنشهSييBتوکوBروږديBديB،BپهBداسېBحالBکېBپهB۳۲BولايتونوBکېBدBروږدوBکسانوBدBتداوۍBلپارهB۱۱۰BمرکزونهBفعالBدي","[[""دا"", ""DT""], [""مهال"", ""RB""], [""په"", ""IN""], [""دغه"", ""DT""], [""هېواد"", ""NN.C.1.M""], [""کې"", ""PT""], [""څه"", ""RB""], [""باندې"", ""RB""], [""درې ميليونه"", ""NB""], [""کسان"", ""NN.C.2""], [""په"", ""IN""], [""نشه يي"", ""JJ""], [""توکو"", ""NN.C.2""], [""روږدي"", ""JJ""], [""دي"", ""VB.PC""], [""،"", ""PU""], [""په"", ""IN""], [""داسې"", ""RB""], [""حال"", ""NN.C.1.M""], [""کې"", ""PT""], [""په"", ""IN""], [""۳۲"", ""NB""], [""ولايتونو"", ""NN.C.2""], [""کې"", ""PT""], [""د"", ""IN""], [""روږدو"", ""JJ""], [""کسانو"", ""NN.C.2""], [""د"", ""IN""], [""تداوۍ"", ""NN.C.1.F""], [""لپاره"", ""PT""], [""۱۱۰"", ""NB""], [""مرکزونه"", ""NN.C.2""], [""فعال"", ""JJ""], [""دي"", ""VB.PC""]]"
44,یو دم نیم مات شوي طالبان اسمان ته پورته شول,یوBدمBنیمBماتBشويBطالبانBاسمانBتهBپورتهBشول,"[[""یو"", ""DT""], [""دم"", ""NN.C.1.M""], [""نیم"", ""JJ""], [""مات"", ""JJ""], [""شوي"", ""VB.DX""], [""طالبان"", ""NN.C.2""], [""اسمان"", ""NN.C.1.M""], [""ته"", ""PT""], [""پورته"", ""RB""], [""شول"", ""VB.DX""]]"
45,څنګه را لوی شو او څنګه تر څوارلس کلنۍ پورې را ورسېد,څنګهBراSلویBشوBاوBڅنګهBترBڅوارلسBکلنۍBپورېBراSورسېد,"[[""څنګه"", ""RB""], [""را لوی"", ""JJ""], [""شو"", ""VB.DX""], [""او"", ""CC""], [""څنګه"", ""RB""], [""تر"", ""IN""], [""څوارلس"", ""NB""], [""کلنۍ"", ""FX""], [""پورې"", ""PT""], [""را ورسېد"", ""VB.D""]]"
46,"بيا د کلي خلک راغلل ، مړي او ټپيان يې له دې ځای نه وایستل","بياBدBکليBخلکBراغللB،BمړيBاوBټپيانBيېBلهBدېBځایBنهBوایستل","[[""بيا"", ""RB""], [""د"", ""IN""], [""کلي"", ""NN.C.2""], [""خلک"", ""NN.C.2""], [""راغلل"", ""VB.D""], [""،"", ""PU""], [""مړي"", ""NN.C.2""], [""او"", ""CC""], [""ټپيان"", ""NN.C.2""], [""يې"", ""PR.C""], [""له"", ""IN""], [""دې"", ""DT""], [""ځای"", ""NN.C.1.M""], [""نه"", ""PT""], [""وایستل"", ""VB.D""]]"
47,"هندواڼه هندواڼه کولی شي ، چې ستاسې جنسي قوت لوړ کړي ځکه په خپل ترکیب کې لري","هندواڼهBهندواڼهBکولیBشيB،BچېBستاسېBجنسيBقوتBلوړBکړيBځکهBپهBخپلBترکیبBکېBلري","[[""هندواڼه"", ""NN.C.1.F""], [""هندواڼه"", ""NN.C.1.F""], [""کولی"", ""VB.H""], [""شي"", ""VB.H""], [""،"", ""PU""], [""چې"", ""CC""], [""ستاسې"", ""PR.P$""], [""جنسي"", ""JJ""], [""قوت"", ""NN.C.1.M""], [""لوړ"", ""JJ""], [""کړي"", ""VB.DX""], [""ځکه"", ""RB""], [""په"", ""IN""], [""خپل"", ""JJ""], [""ترکیب"", ""NN.C.1.M""], [""کې"", ""PT""], [""لري"", ""VB.P""]]"
48,د فوټبال نړیوال فدراسیون فیفا وویل چې په دې اړه څېړنې کوي او تر هغه وورسته د افغانستان لوی څارنوالۍ هم د څېړنو لپاره یو پلاوی وټاکه,دBفوټبالBنړیوالBفدراسیونBفیفاBوویلBچېBپهBدېBاړهBڅېړنېBکويBاوBترBهغهBوورستهBدBافغانستانBلویBڅارنوالۍBهمBدBڅېړنوBلپارهBیوBپلاویBوټاکه,"[[""د"", ""IN""], [""فوټبال"", ""NN.C.1.M""], [""نړیوال"", ""JJ""], [""فدراسیون"", ""NN.C.1.M""], [""فیفا"", ""NN.P""], [""وویل"", ""VB.INF""], [""چې"", ""CC""], [""په"", ""IN""], [""دې"", ""DT""], [""اړه"", ""NN.C.1.F""], [""څېړنې"", ""JJ""], [""کوي"", ""VB.PX""], [""او"", ""CC""], [""تر"", ""IN""], [""هغه"", ""DT""], [""وورسته"", ""RB""], [""د"", ""IN""], [""افغانستان"", ""NN.P""], [""لوی"", ""JJ""], [""څارنوالۍ"", ""NN.C.1.F""], [""هم"", ""RB""], [""د"", ""IN""], [""څېړنو"", ""NN.C.2""], [""لپاره"", ""PT""], [""یو"", ""DT""], [""پلاوی"", ""NN.C.1.M""], [""وټاکه"", ""VB.D""]]"
49,وائي چې قامي ټيم به اسټريليا ته ټيسټ سيريز کښې شکست ورکوي,وائيBچېBقاميBټيمBبهBاسټريلياBتهBټيسټBسيريزBکښېBشکستBورکوي,"[[""وائي"", ""VB.P""], [""چې"", ""CC""], [""قامي"", ""JJ""], [""ټيم"", ""NN.C.1.M""], [""به"", ""BA""], [""اسټريليا"", ""NN.P""], [""ته"", ""PT""], [""ټيسټ"", ""JJ""], [""سيريز"", ""NN.C.1.M""], [""کښې"", ""PT""], [""شکست"", ""NN.C.1.M""], [""ورکوي"", ""VB.P""]]"
50,خو د کارپوهانو په اند بیا هم باید دغه کار محدود وي,خوBدBکارپوهانوBپهBاندBبیاBهمBبایدBدغهBکارBمحدودBوي,"[[""خو"", ""CC""], [""د"", ""IN""], [""کارپوهانو"", ""NN.C.2""], [""په"", ""IN""], [""اند"", ""NN.C.1.M""], [""بیا"", ""RB""], [""هم"", ""RB""], [""باید"", ""JJ""], [""دغه"", ""DT""], [""کار"", ""NN.C.1.M""], [""محدود"", ""JJ""], [""وي"", ""VB.DC""]]"
51,"علیزي همدارنګه زیاته کړه چې په تیره شپه او ورځ د کرونا له امله دوه تنه په کابل ، یو تن کندز ، دوه تنه کونړ او یو تن په لغمان ولایت کې مړه شوي دي","علیزيBهمدارنګهBزیاتهBکړهBچېBپهBتیرهBشپهBاوBورځBدBکروناBلهSاملهBدوهBتنهBپهBکابلB،BیوBتنBکندزB،BدوهBتنهBکونړBاوBیوBتنBپهBلغمانBولایتBکېBمړهBشويBدي","[[""علیزي"",""NN.P""],[""همدارنګه"",""RB""],[""زیاته"",""JJ""],[""کړه"",""NN.C.1.F""],[""چې"",""CC""],[""په"",""IN""],[""تیره"",""JJ""],[""شپه"",""NN.C.1.F""],[""او"",""CC""],[""ورځ"",""NN.C.1.F""],[""د"",""IN""],[""کرونا"",""NN.P""],[""له امله"",""RB""],[""دوه"",""NB""],[""تنه"",""NN.C.2""],[""په"",""IN""],[""کابل"",""NN.P""],[""،"",""PU""],[""یو"",""DT""],[""تن"",""NN.C.1.M""],[""کندز"",""NN.P""],[""،"",""PU""],[""دوه"",""NB""],[""تنه"",""NN.C.2""],[""کونړ"",""NN.P""],[""او"",""CC""],[""یو"",""DT""],[""تن"",""NN.C.1.M""],[""په"",""IN""],[""لغمان"",""NN.P""],[""ولایت"",""NN.C.1.M""],[""کې"",""PT""],[""مړه"",""JJ""],[""شوي"",""VB.DX""],[""دي"",""VB.PC""]]"
52,شنونکي وایي پاکستان له هر فرصت څخه په استفادې هڅه کوي هند ته لوی زیان واړوي,شنونکيBوایيBپاکستانBلهBهرBفرصتBڅخهBپهBاستفادېBهڅهBکويBهندBتهBلویBزیانBواړوي,"[[""شنونکي"", ""NN.C.2""], [""وایي"", ""VB.P""], [""پاکستان"", ""NN.P""], [""له"", ""IN""], [""هر"", ""JJ""], [""فرصت"", ""NN.C.1.M""], [""څخه"", ""PT""], [""په"", ""IN""], [""استفادې"", ""NN.C.1.F""], [""هڅه"", ""NN.C.1.F""], [""کوي"", ""VB.PX""], [""هند"", ""NN.P""], [""ته"", ""PT""], [""لوی"", ""JJ""], [""زیان"", ""NN.C.1.F""], [""واړوي"", ""VB.H""]]"
53,هغه انسانان چې عمرونه یې کم وي ذهني توان یې هم نسبت هغو کسانو ته کم وي چې ترې د عمر په لحاظ لوی دي,هغهBانسانانBچېBعمرونهBیېBکمBويBذهنيBتوانBیېBهمBنسبتBهغوBکسانوBتهBکمBويBچېBترېBدBعمرBپهBلحاظBلویBدي,"[[""هغه"", ""DT""], [""انسانان"", ""NN.C.2""], [""چې"", ""CC""], [""عمرونه"", ""NN.C.2""], [""یې"", ""PR.C""], [""کم"", ""JJ""], [""وي"", ""VB.DC""], [""ذهني"", ""JJ""], [""توان"", ""NN.C.1.M""], [""یې"", ""PR.C""], [""هم"", ""RB""], [""نسبت"", ""NN.C.1.M""], [""هغو"", ""DT""], [""کسانو"", ""NN.C.2""], [""ته"", ""PT""], [""کم"", ""JJ""], [""وي"", ""VB.DC""], [""چې"", ""CC""], [""ترې"", ""PR.P.iii""], [""د"", ""IN""], [""عمر"", ""NN.C.1.M""], [""په"", ""IN""], [""لحاظ"", ""NN.C.1.M""], [""لوی"", ""JJ""], [""دي"", ""VB.PC""]]"
